uc_id,category,subcategory,title,criticality,difficulty,monitoring_type,splunk_pillar,regulations,mitre_attack,source_file,source_line
UC-5.1.68,5,1,BFD Session State for IGP Fast Failure Detection,critical,intermediate,Availability; Fault,Observability,,,content/cat-05-network-infrastructure/UC-5.1.68.json,1
UC-5.1.69,5,1,IPv6 Interface and Neighbor Discovery Monitoring,medium,intermediate,Availability; Configuration,Observability,,,content/cat-05-network-infrastructure/UC-5.1.69.json,1
UC-5.1.70,5,1,NTP Stratum and Peer Health on Network Devices,high,beginner,Compliance; Availability,Observability,,,content/cat-05-network-infrastructure/UC-5.1.70.json,1
UC-5.1.71,5,1,QoS DSCP Marking and Classification Visibility,medium,advanced,Performance; Compliance,Observability,,,content/cat-05-network-infrastructure/UC-5.1.71.json,1
UC-5.1.72,5,1,PIM Neighbor and Multicast Group State Monitoring,medium,advanced,Availability; Fault,Observability,,,content/cat-05-network-infrastructure/UC-5.1.72.json,1
UC-5.1.73,5,1,IGMP Snooping and Multicast Group Membership,medium,intermediate,Availability; Performance,Observability,,,content/cat-05-network-infrastructure/UC-5.1.73.json,1
UC-5.1.74,5,1,VLAN Configuration Change and VTP Audit,high,beginner,Configuration; Compliance,Observability,,,content/cat-05-network-infrastructure/UC-5.1.74.json,1
UC-5.1.75,5,1,Network Topology Discovery and Source-of-Truth Reconciliation,medium,advanced,Inventory; Configuration,Observability,,,content/cat-05-network-infrastructure/UC-5.1.75.json,1
UC-5.2.1,5,2,Top Denied Traffic Sources,medium,intermediate,Security,Security,,,content/cat-05-network-infrastructure/UC-5.2.1.json,1
UC-5.2.2,5,2,Policy Change Audit,critical,beginner,Configuration; Compliance,Observability,,,content/cat-05-network-infrastructure/UC-5.2.2.json,1
UC-5.2.3,5,2,Threat Detection Events,critical,intermediate,Security,Security,,,content/cat-05-network-infrastructure/UC-5.2.3.json,1
UC-5.2.4,5,2,VPN Tunnel Status,high,intermediate,Availability,Observability,,,content/cat-05-network-infrastructure/UC-5.2.4.json,1
UC-5.2.5,5,2,High-Risk Port Exposure,high,intermediate,Security,Security,,,content/cat-05-network-infrastructure/UC-5.2.5.json,1
UC-5.2.6,5,2,Geo-IP Anomaly Detection,high,intermediate,Security; Anomaly,Security,,,content/cat-05-network-infrastructure/UC-5.2.6.json,1
UC-5.2.7,5,2,Connection Rate Anomalies,high,intermediate,Anomaly; Performance,Security,,,content/cat-05-network-infrastructure/UC-5.2.7.json,1
UC-5.2.8,5,2,Certificate Inspection Failures,medium,beginner,Security,Security,,,content/cat-05-network-infrastructure/UC-5.2.8.json,1
UC-5.2.9,5,2,URL Filtering Blocks,medium,beginner,Security,Security,,,content/cat-05-network-infrastructure/UC-5.2.9.json,1
UC-5.2.10,5,2,Admin Access Audit,high,intermediate,Compliance,Observability,,,content/cat-05-network-infrastructure/UC-5.2.10.json,1
UC-5.2.11,5,2,Firewall Resource Utilization,high,beginner,Performance; Capacity,Observability,,,content/cat-05-network-infrastructure/UC-5.2.11.json,1
UC-5.2.12,5,2,NAT Pool Exhaustion,high,beginner,Capacity,Observability,,,content/cat-05-network-infrastructure/UC-5.2.12.json,1
UC-5.2.13,5,2,Session Table Exhaustion,critical,advanced,Capacity,Observability,,,content/cat-05-network-infrastructure/UC-5.2.13.json,1
UC-5.2.14,5,2,Firewall HA Failover Events,critical,intermediate,Availability,Observability,,,content/cat-05-network-infrastructure/UC-5.2.14.json,1
UC-5.2.15,5,2,Botnet/C2 Traffic Detection,critical,intermediate,Security,Security,,,content/cat-05-network-infrastructure/UC-5.2.15.json,1
UC-5.2.16,5,2,SSL/TLS Decryption Failures,high,beginner,Security,Security,,,content/cat-05-network-infrastructure/UC-5.2.16.json,1
UC-5.2.17,5,2,Firewall Rule Hit Count Analysis,medium,intermediate,Performance,Security,,,content/cat-05-network-infrastructure/UC-5.2.17.json,1
UC-5.2.18,5,2,Threat Prevention Signature Coverage,high,intermediate,Security,Security,,,content/cat-05-network-infrastructure/UC-5.2.18.json,1
UC-5.2.19,5,2,VPN Tunnel Status and Path Monitoring (Meraki MX),critical,intermediate,Availability,Observability,,,content/cat-05-network-infrastructure/UC-5.2.19.json,1
UC-5.2.20,5,2,Content Filtering and URL Category Blocks (Meraki MX),high,beginner,Compliance,Observability,,,content/cat-05-network-infrastructure/UC-5.2.20.json,1
UC-5.2.21,5,2,IDS/IPS Alert Analysis and Threat Scoring (Meraki MX),critical,intermediate,Security,Security,,,content/cat-05-network-infrastructure/UC-5.2.21.json,1
UC-5.2.22,5,2,Malware Detection and AMP File Reputation Events (Meraki MX),critical,intermediate,Security,Security,,,content/cat-05-network-infrastructure/UC-5.2.22.json,1
UC-5.2.23,5,2,Firewall Rule Hit Analysis and Top Denied Flows (Meraki MX),medium,intermediate,Performance,Observability,,,content/cat-05-network-infrastructure/UC-5.2.23.json,1
UC-5.2.24,5,2,Traffic Shaping Effectiveness and QoS Policy Analysis (Meraki MX),medium,intermediate,Performance,Observability,,,content/cat-05-network-infrastructure/UC-5.2.24.json,1
UC-5.2.25,5,2,Site-to-Site VPN Latency and Performance (Meraki MX),medium,beginner,Performance,Observability,,,content/cat-05-network-infrastructure/UC-5.2.25.json,1
UC-5.2.26,5,2,Client VPN Connections and Remote Access Patterns (Meraki MX),medium,beginner,Security,Security,,,content/cat-05-network-infrastructure/UC-5.2.26.json,1
UC-5.2.27,5,2,NAT Pool Usage and Exhaustion Alerts (Meraki MX),high,intermediate,Capacity,Observability,,,content/cat-05-network-infrastructure/UC-5.2.27.json,1
UC-5.2.28,5,2,BGP Peering Status and Route Stability (Meraki MX),high,beginner,Availability,Observability,,,content/cat-05-network-infrastructure/UC-5.2.28.json,1
UC-5.2.29,5,2,Threat Intelligence Correlation and IoC Matching (Meraki MX),critical,intermediate,Security,Security,,,content/cat-05-network-infrastructure/UC-5.2.29.json,1
UC-5.2.30,5,2,Geo-Blocking Event Tracking and Geographic Policy Enforcement (Meraki MX),medium,beginner,Compliance,Observability,,,content/cat-05-network-infrastructure/UC-5.2.30.json,1
UC-5.2.31,5,2,Application Visibility and Network Application Trending (Meraki MX),medium,intermediate,Capacity,Observability,,,content/cat-05-network-infrastructure/UC-5.2.31.json,1
UC-5.2.32,5,2,Bandwidth by Application and Department (Meraki MX),medium,intermediate,Performance,Observability,,,content/cat-05-network-infrastructure/UC-5.2.32.json,1
UC-5.2.33,5,2,"WAN Link Quality Monitoring — Jitter, Latency, Packet Loss (Meraki MX)",high,intermediate,Fault,Observability,,,content/cat-05-network-infrastructure/UC-5.2.33.json,1
UC-5.2.34,5,2,Internet Uplink Failover Events and Recovery Time (Meraki MX),critical,beginner,Availability,Observability,,,content/cat-05-network-infrastructure/UC-5.2.34.json,1
UC-5.2.35,5,2,Cellular Modem Failover Activation and Usage (Meraki MX),high,beginner,Availability,Observability,,,content/cat-05-network-infrastructure/UC-5.2.35.json,1
UC-5.2.36,5,2,Warm Spare Failover and Appliance Redundancy (Meraki MX),critical,beginner,Availability,Observability,,,content/cat-05-network-infrastructure/UC-5.2.36.json,1
UC-5.2.37,5,2,Auto VPN Path Changes and Tunnel Switching (Meraki MX),medium,beginner,Availability,Observability,,,content/cat-05-network-infrastructure/UC-5.2.37.json,1
UC-5.2.38,5,2,Connection Rate Analysis and DOS Detection (Meraki MX),critical,intermediate,Performance,Security,,,content/cat-05-network-infrastructure/UC-5.2.38.json,1
UC-5.2.39,5,2,Data Loss Prevention (DLP) Event Analysis (Meraki MX),critical,beginner,Security,Security,,,content/cat-05-network-infrastructure/UC-5.2.39.json,1
UC-5.2.40,5,2,Meraki VPN Tunnel and Failover Health,high,intermediate,Availability,Observability,,,content/cat-05-network-infrastructure/UC-5.2.40.json,1
UC-5.2.41,5,2,Juniper SRX IDP/IPS Event Monitoring (Juniper SRX),high,beginner,Security,Security,,,content/cat-05-network-infrastructure/UC-5.2.41.json,1
UC-5.2.42,5,2,Juniper SRX Screen Counter Monitoring (Juniper SRX),high,intermediate,Security; Performance,Security,,,content/cat-05-network-infrastructure/UC-5.2.42.json,1
UC-5.2.43,5,2,Juniper SRX Cluster Failover Events (Juniper SRX),critical,intermediate,Availability,Observability,,,content/cat-05-network-infrastructure/UC-5.2.43.json,1
UC-5.2.44,5,2,FortiGate Security Fabric Health Monitoring (Fortinet),high,intermediate,Availability; Security,Security,,,content/cat-05-network-infrastructure/UC-5.2.44.json,1
UC-5.2.45,5,2,FortiGate SD-WAN Health Check and SLA Monitoring (Fortinet),high,intermediate,Performance; Availability,Observability,,,content/cat-05-network-infrastructure/UC-5.2.45.json,1
UC-5.2.46,5,2,FortiGate Web Filter and Application Control Events (Fortinet),medium,beginner,Security,Security,,,content/cat-05-network-infrastructure/UC-5.2.46.json,1
UC-5.2.47,5,2,Check Point ClusterXL Failover Events (Check Point),critical,intermediate,Availability,Observability,,,content/cat-05-network-infrastructure/UC-5.2.47.json,1
UC-5.2.48,5,2,Check Point Policy Install and Publish Tracking (Check Point),high,beginner,Configuration,Observability,,,content/cat-05-network-infrastructure/UC-5.2.48.json,1
UC-5.2.49,5,2,Check Point SecureXL Acceleration Status (Check Point),high,intermediate,Performance,Observability,,,content/cat-05-network-infrastructure/UC-5.2.49.json,1
UC-5.2.50,5,2,Check Point CoreXL CPU Distribution (Check Point),high,intermediate,Performance,Observability,,,content/cat-05-network-infrastructure/UC-5.2.50.json,1
UC-5.2.51,5,2,Check Point Log Rate and Capacity (Check Point),high,beginner,Performance,Observability,,,content/cat-05-network-infrastructure/UC-5.2.51.json,1
UC-5.2.52,5,2,Check Point Anti-Spoofing Violations (Check Point),critical,beginner,Security,Security,,,content/cat-05-network-infrastructure/UC-5.2.52.json,1
UC-5.2.53,5,2,Check Point HTTPS Inspection Status and Bypass (Check Point),high,intermediate,Security,Security,,,content/cat-05-network-infrastructure/UC-5.2.53.json,1
UC-5.2.54,5,2,Check Point Gateway Connection Table Utilization (Check Point),critical,intermediate,Performance,Security,,,content/cat-05-network-infrastructure/UC-5.2.54.json,1
UC-5.3.1,5,3,Pool Member Health Status (F5 BIG-IP),critical,beginner,Availability,Observability,,,content/cat-05-network-infrastructure/UC-5.3.1.json,1
UC-5.3.2,5,3,Virtual Server Availability (F5 BIG-IP),critical,beginner,Availability,Observability,,,content/cat-05-network-infrastructure/UC-5.3.2.json,1
UC-5.3.3,5,3,Connection and Throughput Trending (F5 BIG-IP),medium,beginner,Performance; Capacity,Security,,,content/cat-05-network-infrastructure/UC-5.3.3.json,1
UC-5.3.4,5,3,SSL Certificate Expiry (F5 BIG-IP),high,intermediate,Fault,Observability,,,content/cat-05-network-infrastructure/UC-5.3.4.json,1
UC-5.3.5,5,3,HTTP Error Rate by VIP (F5 BIG-IP),high,intermediate,Performance,Observability,,,content/cat-05-network-infrastructure/UC-5.3.5.json,1
UC-5.3.6,5,3,Response Time Degradation (F5 BIG-IP),high,beginner,Performance,Observability,,,content/cat-05-network-infrastructure/UC-5.3.6.json,1
UC-5.3.7,5,3,Session Persistence Issues (F5 BIG-IP),medium,intermediate,Performance; Anomaly,Observability,,,content/cat-05-network-infrastructure/UC-5.3.7.json,1
UC-5.3.8,5,3,WAF Policy Violations (F5 BIG-IP ASM),high,beginner,Security,Security,,,content/cat-05-network-infrastructure/UC-5.3.8.json,1
UC-5.3.9,5,3,Connection Queue Depth (F5 BIG-IP),critical,intermediate,Capacity; Performance,Observability,,,content/cat-05-network-infrastructure/UC-5.3.9.json,1
UC-5.3.10,5,3,Backend Server Error Code Distribution (F5 BIG-IP),high,beginner,Performance,Observability,,,content/cat-05-network-infrastructure/UC-5.3.10.json,1
UC-5.3.11,5,3,Rate Limiting and DDoS Mitigation Events (F5 BIG-IP),critical,beginner,Security; Anomaly,Security,,,content/cat-05-network-infrastructure/UC-5.3.11.json,1
UC-5.3.12,5,3,iRule/Policy Errors (F5 BIG-IP),high,beginner,Fault,Observability,,,content/cat-05-network-infrastructure/UC-5.3.12.json,1
UC-5.3.13,5,3,Citrix ADC Virtual Server Health and State (NetScaler),critical,beginner,Availability,Observability,,,content/cat-05-network-infrastructure/UC-5.3.13.json,1
UC-5.3.14,5,3,Citrix ADC Service Group Member Health (NetScaler),high,beginner,Availability,Observability,,,content/cat-05-network-infrastructure/UC-5.3.14.json,1
UC-5.3.15,5,3,Citrix ADC SSL Certificate Expiration Monitoring (NetScaler),critical,beginner,Compliance; Availability,Observability,,,content/cat-05-network-infrastructure/UC-5.3.15.json,1
UC-5.3.16,5,3,Citrix ADC High Availability Failover Monitoring (NetScaler),critical,intermediate,Availability,Observability,,,content/cat-05-network-infrastructure/UC-5.3.16.json,1
UC-5.3.17,5,3,Citrix ADC GSLB Site and Service Health (NetScaler),high,advanced,Availability,Observability,,,content/cat-05-network-infrastructure/UC-5.3.17.json,1
UC-5.3.18,5,3,Citrix Gateway / VPN Session Monitoring (NetScaler),high,intermediate,Security; Capacity,Security,,,content/cat-05-network-infrastructure/UC-5.3.18.json,1
UC-5.3.19,5,3,Citrix ADC Content Switching Policy Hit Rate (NetScaler),medium,intermediate,Performance; Configuration,Observability,,,content/cat-05-network-infrastructure/UC-5.3.19.json,1
UC-5.3.20,5,3,Citrix ADC System Resource Utilization (NetScaler),high,beginner,Capacity; Performance,Observability,,,content/cat-05-network-infrastructure/UC-5.3.20.json,1
UC-5.3.21,5,3,Citrix ADC Responder and Rewrite Policy Errors (NetScaler),medium,intermediate,Fault,Observability,,,content/cat-05-network-infrastructure/UC-5.3.21.json,1
UC-5.3.22,5,3,Citrix ADC SSL Offload Performance (NetScaler),high,intermediate,Performance; Capacity,Observability,,,content/cat-05-network-infrastructure/UC-5.3.22.json,1
UC-5.3.23,5,3,Citrix ADC AppFlow Export Health,high,intermediate,Availability,Observability,,,content/cat-05-network-infrastructure/UC-5.3.23.json,1
UC-5.3.24,5,3,Citrix ADC Web Application Firewall (WAF) Violations,critical,advanced,Security,Security,,T1190,content/cat-05-network-infrastructure/UC-5.3.24.json,1
UC-5.3.25,5,3,Citrix ADC Bot Management Detection,high,advanced,Security,Security,,T1110; T1190,content/cat-05-network-infrastructure/UC-5.3.25.json,1
UC-5.3.26,5,3,Citrix ADC nFactor Authentication Pipeline Failures,critical,advanced,Availability; Security,Security,,T1078; T1110; T1556,content/cat-05-network-infrastructure/UC-5.3.26.json,1
UC-5.3.27,5,3,Citrix ADC Surge Queue and Spillover Events,high,intermediate,Performance; Availability,Observability,,,content/cat-05-network-infrastructure/UC-5.3.27.json,1
UC-5.3.28,5,3,Citrix ADC TCP Connection Multiplexing Analysis,medium,advanced,Performance,Observability,,,content/cat-05-network-infrastructure/UC-5.3.28.json,1
UC-5.3.29,5,3,Citrix ADC Frontend vs Backend RTT Analysis,high,advanced,Performance,Observability,,,content/cat-05-network-infrastructure/UC-5.3.29.json,1
UC-5.3.30,5,3,Citrix ADC Integrated Cache Hit Ratio,medium,intermediate,Performance,Observability,,,content/cat-05-network-infrastructure/UC-5.3.30.json,1
UC-5.3.31,5,3,Citrix ADC Compression Savings and CPU Impact,medium,intermediate,Performance,Observability,,,content/cat-05-network-infrastructure/UC-5.3.31.json,1
UC-5.3.32,5,3,Citrix ADC DNS/ADNS Service Health,high,intermediate,Availability,Observability,,,content/cat-05-network-infrastructure/UC-5.3.32.json,1
UC-5.3.33,5,3,Citrix SDX Platform Health (Partition Resources),high,advanced,Availability,Observability,,,content/cat-05-network-infrastructure/UC-5.3.33.json,1
UC-5.3.34,5,3,Citrix ADC Cluster Configuration Replication,critical,advanced,Availability,Observability,,,content/cat-05-network-infrastructure/UC-5.3.34.json,1
UC-5.3.35,5,3,Citrix ADC AAA Audit Trail and Command Logging,high,beginner,Security; Compliance,Security,,T1078; T1098,content/cat-05-network-infrastructure/UC-5.3.35.json,1
UC-5.3.36,5,3,Citrix ADC API Gateway Policy Evaluation,high,advanced,Security; Performance,Security,,T1190; T1110,content/cat-05-network-infrastructure/UC-5.3.36.json,1
UC-5.3.37,5,3,Citrix ADC Pooled Licensing Utilization,high,beginner,Capacity; Compliance,Observability,,,content/cat-05-network-infrastructure/UC-5.3.37.json,1
UC-5.3.38,5,3,"Citrix SD-WAN Virtual Path Loss, Jitter, and Latency",critical,intermediate,Performance,Observability,,,content/cat-05-network-infrastructure/UC-5.3.38.json,1
UC-5.3.39,5,3,Citrix SD-WAN Application Steering and QoS Enforcement,high,advanced,Performance,Observability,,,content/cat-05-network-infrastructure/UC-5.3.39.json,1
UC-5.3.40,5,3,Citrix SD-WAN WAN Link Health and Standby Failover,critical,intermediate,Availability,Observability,,,content/cat-05-network-infrastructure/UC-5.3.40.json,1
UC-5.3.41,5,3,Citrix SD-WAN High Availability and VRRP Status,critical,intermediate,Availability,Observability,,,content/cat-05-network-infrastructure/UC-5.3.41.json,1
UC-5.3.42,5,3,Citrix SD-WAN Orchestrator Config Push Failures,high,intermediate,Availability,Observability,,,content/cat-05-network-infrastructure/UC-5.3.42.json,1
UC-5.4.1,5,4,AP Offline Detection,critical,intermediate,Availability,Observability,,,content/cat-05-network-infrastructure/UC-5.4.1.json,1
UC-5.4.2,5,4,Client Association Failures,medium,beginner,Availability,Observability,,,content/cat-05-network-infrastructure/UC-5.4.2.json,1
UC-5.4.3,5,4,Channel Utilization,medium,intermediate,Performance; Capacity,Observability,,,content/cat-05-network-infrastructure/UC-5.4.3.json,1
UC-5.4.4,5,4,Rogue AP Detection,high,beginner,Security,Security,,,content/cat-05-network-infrastructure/UC-5.4.4.json,1
UC-5.4.5,5,4,Client Count Trending,low,beginner,Capacity,Observability,,,content/cat-05-network-infrastructure/UC-5.4.5.json,1
UC-5.4.6,5,4,RF Interference Events,medium,beginner,Fault; Performance,Observability,,,content/cat-05-network-infrastructure/UC-5.4.6.json,1
UC-5.4.7,5,4,Wireless Authentication Trends,medium,intermediate,Security,Security,,,content/cat-05-network-infrastructure/UC-5.4.7.json,1
UC-5.4.8,5,4,RADIUS Authentication Failures,critical,intermediate,Security,Security,,,content/cat-05-network-infrastructure/UC-5.4.8.json,1
UC-5.4.9,5,4,Client Roaming Analysis,medium,intermediate,Performance; Anomaly,Observability,,,content/cat-05-network-infrastructure/UC-5.4.9.json,1
UC-5.4.10,5,4,Wireless IDS/IPS Events,critical,intermediate,Security,Security,,,content/cat-05-network-infrastructure/UC-5.4.10.json,1
UC-5.4.11,5,4,Band Steering Effectiveness,low,intermediate,Performance,Observability,,,content/cat-05-network-infrastructure/UC-5.4.11.json,1
UC-5.4.12,5,4,Wireless Client Association Failures (Meraki MR),high,beginner,Performance,Observability,,,content/cat-05-network-infrastructure/UC-5.4.12.json,1
UC-5.4.13,5,4,RSSI/Signal Strength Degradation Detection (Meraki MR),medium,intermediate,Performance,Observability,,,content/cat-05-network-infrastructure/UC-5.4.13.json,1
UC-5.4.14,5,4,Excessive Client Roaming Activity (Meraki MR),medium,intermediate,Performance,Observability,,,content/cat-05-network-infrastructure/UC-5.4.14.json,1
UC-5.4.15,5,4,SSID Performance Ranking and Trend Analysis (Meraki MR),medium,intermediate,Performance,Observability,,,content/cat-05-network-infrastructure/UC-5.4.15.json,1
UC-5.4.16,5,4,WiFi Channel Utilization and Interference Detection (Meraki MR),high,advanced,Performance,Observability,,,content/cat-05-network-infrastructure/UC-5.4.16.json,1
UC-5.4.17,5,4,Rogue and Unauthorized AP Detection — Air Marshal (Meraki MR),critical,intermediate,Security,Security,,,content/cat-05-network-infrastructure/UC-5.4.17.json,1
UC-5.4.18,5,4,Client Device Type Distribution and Compliance (Meraki MR),medium,intermediate,Compliance,Observability,,,content/cat-05-network-infrastructure/UC-5.4.18.json,1
UC-5.4.19,5,4,Band Steering Effectiveness Assessment (Meraki MR),medium,intermediate,Performance,Observability,,,content/cat-05-network-infrastructure/UC-5.4.19.json,1
UC-5.4.20,5,4,802.1X Authentication Failures and RADIUS Issues (Meraki MR),high,intermediate,Performance,Security,,,content/cat-05-network-infrastructure/UC-5.4.20.json,1
UC-5.4.21,5,4,Wireless Latency Analysis by SSID and Location (Meraki MR),medium,intermediate,Performance,Observability,,,content/cat-05-network-infrastructure/UC-5.4.21.json,1
UC-5.4.22,5,4,Splash Page Engagement and Redirection Analytics (Meraki MR),low,beginner,Performance,Observability,,,content/cat-05-network-infrastructure/UC-5.4.22.json,1
UC-5.4.23,5,4,Multicast and Broadcast Storm Detection (Meraki MR),high,intermediate,Anomaly,Observability,,,content/cat-05-network-infrastructure/UC-5.4.23.json,1
UC-5.4.24,5,4,Wireless Health Score Trending (Meraki MR),medium,intermediate,Availability,Observability,,,content/cat-05-network-infrastructure/UC-5.4.24.json,1
UC-5.4.25,5,4,Connected Client Count Trending and Capacity Planning (Meraki MR),medium,intermediate,Capacity,Observability,,,content/cat-05-network-infrastructure/UC-5.4.25.json,1
UC-5.4.26,5,4,Top Talker Analysis and Bandwidth Hogs (Meraki MR),medium,intermediate,Performance,Observability,,,content/cat-05-network-infrastructure/UC-5.4.26.json,1
UC-5.4.27,5,4,Connection Duration and Session Quality (Meraki MR),low,intermediate,Performance,Observability,,,content/cat-05-network-infrastructure/UC-5.4.27.json,1
UC-5.4.28,5,4,AP Uptime and Availability Monitoring (Meraki MR),critical,beginner,Availability,Observability,,,content/cat-05-network-infrastructure/UC-5.4.28.json,1
UC-5.4.29,5,4,Mesh Network Link Quality and Backhaul Health (Meraki MR),high,intermediate,Availability,Observability,,,content/cat-05-network-infrastructure/UC-5.4.29.json,1
UC-5.4.30,5,4,Guest Network Access Patterns and Usage (Meraki MR),low,intermediate,Performance,Observability,,,content/cat-05-network-infrastructure/UC-5.4.30.json,1
UC-5.4.31,5,4,WiFi Geolocation and Location Analytics (Meraki MR),low,beginner,Performance,Observability,,,content/cat-05-network-infrastructure/UC-5.4.31.json,1
UC-5.4.32,5,4,Wireless Client Association and Roaming Failures (Meraki MR),medium,intermediate,Performance,Observability,,,content/cat-05-network-infrastructure/UC-5.4.32.json,1
UC-5.4.33,5,4,AP Health and Radio Status Monitoring (HPE Aruba),high,beginner,Availability,Observability,,,content/cat-05-network-infrastructure/UC-5.4.33.json,1
UC-5.4.34,5,4,Aruba ClearPass RADIUS Authentication Health (HPE Aruba),critical,intermediate,Security; Availability,Security,,,content/cat-05-network-infrastructure/UC-5.4.34.json,1
UC-5.4.35,5,4,Aruba Air Monitor — WIDS/WIPS Events (HPE Aruba),high,intermediate,Security,Security,,,content/cat-05-network-infrastructure/UC-5.4.35.json,1
UC-5.4.36,5,4,Aruba Dynamic Segmentation Policy Enforcement (HPE Aruba),high,intermediate,Security; Compliance,Security,,,content/cat-05-network-infrastructure/UC-5.4.36.json,1
UC-5.4.37,5,4,Aruba Client Experience and Connectivity Score (HPE Aruba),medium,intermediate,Performance,Observability,,,content/cat-05-network-infrastructure/UC-5.4.37.json,1
UC-5.4.38,5,4,Cisco C9800 WLC AP Join Failures,critical,intermediate,Availability,Observability,,,content/cat-05-network-infrastructure/UC-5.4.38.json,1
UC-5.4.39,5,4,Cisco C9800 Client Authentication and Session Monitoring,high,intermediate,Availability; Security,Observability,,,content/cat-05-network-infrastructure/UC-5.4.39.json,1
UC-5.4.40,5,4,Cisco C9800 RF Performance and Channel Assignment,medium,advanced,Performance,Observability,,,content/cat-05-network-infrastructure/UC-5.4.40.json,1
UC-5.5.1,5,5,Tunnel Health Monitoring,critical,beginner,Availability,Observability,,,content/cat-05-network-infrastructure/UC-5.5.1.json,1
UC-5.5.2,5,5,Site Availability,critical,beginner,Availability,Observability,,,content/cat-05-network-infrastructure/UC-5.5.2.json,1
UC-5.5.3,5,5,Application SLA Violations,high,beginner,Performance,Observability,,,content/cat-05-network-infrastructure/UC-5.5.3.json,1
UC-5.5.4,5,5,Path Failover Events,medium,beginner,Availability,Observability,,,content/cat-05-network-infrastructure/UC-5.5.4.json,1
UC-5.5.5,5,5,Control Plane Health,high,beginner,Availability,Observability,,,content/cat-05-network-infrastructure/UC-5.5.5.json,1
UC-5.5.6,5,5,Certificate Expiration,medium,beginner,Fault,Observability,,,content/cat-05-network-infrastructure/UC-5.5.6.json,1
UC-5.5.7,5,5,Bandwidth Utilization per Site,medium,beginner,Performance; Capacity,Observability,,,content/cat-05-network-infrastructure/UC-5.5.7.json,1
UC-5.5.8,5,5,Jitter and Latency per Tunnel,high,intermediate,Performance,Observability,,,content/cat-05-network-infrastructure/UC-5.5.8.json,1
UC-5.5.9,5,5,Application Routing Decisions,medium,intermediate,Performance,Observability,,,content/cat-05-network-infrastructure/UC-5.5.9.json,1
UC-5.5.10,5,5,WAN Link Utilization per Transport,high,intermediate,Performance; Capacity,Observability,,,content/cat-05-network-infrastructure/UC-5.5.10.json,1
UC-5.5.11,5,5,OMP Route Table Monitoring,high,intermediate,Performance,Observability,,,content/cat-05-network-infrastructure/UC-5.5.11.json,1
UC-5.5.12,5,5,BFD Session Monitoring,critical,beginner,Availability,Observability,,,content/cat-05-network-infrastructure/UC-5.5.12.json,1
UC-5.5.13,5,5,Edge Device Resource Utilization,high,beginner,Performance; Capacity,Observability,,,content/cat-05-network-infrastructure/UC-5.5.13.json,1
UC-5.5.14,5,5,Firmware Version Compliance,medium,beginner,Compliance,Observability,,,content/cat-05-network-infrastructure/UC-5.5.14.json,1
UC-5.5.15,5,5,DPI Application Visibility,medium,intermediate,Performance; Capacity,Security,,,content/cat-05-network-infrastructure/UC-5.5.15.json,1
UC-5.5.16,5,5,Cloud OnRamp Performance,high,intermediate,Performance,Observability,,,content/cat-05-network-infrastructure/UC-5.5.16.json,1
UC-5.5.17,5,5,Security Policy Violations (UTD),critical,intermediate,Security,Security,,,content/cat-05-network-infrastructure/UC-5.5.17.json,1
UC-5.5.18,5,5,vManage Cluster Health,critical,beginner,Availability,Observability,,,content/cat-05-network-infrastructure/UC-5.5.18.json,1
UC-5.5.19,5,5,Transport Circuit SLA Tracking,medium,intermediate,Performance; Capacity,Observability,,,content/cat-05-network-infrastructure/UC-5.5.19.json,1
UC-5.5.20,5,5,Hub-and-Spoke vs Full-Mesh Topology Validation,medium,advanced,Configuration,Observability,,,content/cat-05-network-infrastructure/UC-5.5.20.json,1
UC-5.5.21,5,5,VMware VeloCloud Orchestrator Tunnel Health,critical,intermediate,Availability; Performance,Observability,,,content/cat-05-network-infrastructure/UC-5.5.21.json,1
UC-5.5.22,5,5,Aruba EdgeConnect SD-WAN Tunnel and Application Performance,critical,intermediate,Availability; Performance,Observability,,,content/cat-05-network-infrastructure/UC-5.5.22.json,1
UC-5.5.23,5,5,Versa Networks SD-WAN Path Quality and Routing Decisions,high,advanced,Performance; Availability,Observability,,,content/cat-05-network-infrastructure/UC-5.5.23.json,1
UC-5.5.24,5,5,Fortinet SD-WAN Health-Check and SLA Compliance,high,intermediate,Availability; Performance,Observability,,,content/cat-05-network-infrastructure/UC-5.5.24.json,1
UC-5.5.25,5,5,Cato Networks SASE Event Monitoring,high,intermediate,Availability; Security,Observability,,,content/cat-05-network-infrastructure/UC-5.5.25.json,1
UC-5.6.1,5,6,DNS Query Volume Trending,medium,beginner,Capacity,Observability,,,content/cat-05-network-infrastructure/UC-5.6.1.json,1
UC-5.6.2,5,6,NXDOMAIN Spike Detection,high,intermediate,Security; Anomaly,Security,,,content/cat-05-network-infrastructure/UC-5.6.2.json,1
UC-5.6.3,5,6,SERVFAIL Rate Monitoring,high,beginner,Availability,Observability,,,content/cat-05-network-infrastructure/UC-5.6.3.json,1
UC-5.6.4,5,6,DNS Tunneling Detection,high,intermediate,Security,Security,,,content/cat-05-network-infrastructure/UC-5.6.4.json,1
UC-5.6.5,5,6,DHCP Scope Exhaustion,high,advanced,Capacity,Observability,,,content/cat-05-network-infrastructure/UC-5.6.5.json,1
UC-5.6.6,5,6,DHCP Rogue Server Detection,high,beginner,Security,Security,,,content/cat-05-network-infrastructure/UC-5.6.6.json,1
